instancia_id,token_id,token,punt_inicial,punt_final,capitalización,es_inicio_instancia,es_fin_instancia,es_primer_token,es_ultimo_token,i_punt_inicial,i_punt_final,dim_red_0,dim_red_1,dim_red_2,dim_red_3,dim_red_4,dim_red_5,dim_red_6,dim_red_7,dim_red_8,dim_red_9,dim_red_10,dim_red_11,dim_red_12,dim_red_13,dim_red_14
29,11842,donde,,,0,0,0,1,1,0,0,4.6412134,6.924256,4.288373,1.8753327,4.0642247,6.147158,3.0980113,1.5998832,6.503319,2.8752005,6.0453486,8.50915,1.3496609,5.8986363,4.141748
29,13672,yo,,,0,0,0,1,1,0,0,5.2856407,4.788025,1.5341686,-0.9985797,1.7396922,4.7152004,-1.5181228,-0.43028152,5.009725,9.752042,5.718985,6.2464795,6.9641733,4.888899,9.28654
29,87438,apre,,,0,0,0,1,0,0,0,-2.2167807,7.9433565,1.8528507,3.5363665,11.417045,-0.4635726,3.8243275,0.1545145,4.581161,4.663081,3.2504091,5.0424414,9.7026205,6.719105,2.1307797
29,11534,##nd,,,0,0,0,0,0,0,0,3.9573348,0.038798828,4.4991164,4.902605,8.640266,6.3274426,6.1457305,4.995169,4.433741,2.1042647,6.212714,3.2674763,2.3427534,5.185215,5.379525
29,10545,##í,,,0,0,0,0,1,0,0,6.537111,1.3501072,6.7996573,10.225191,6.953137,5.6885476,1.5957085,0.6977058,3.8470447,5.540596,-0.036888923,0.89663136,2.326511,7.205074,7.1595798
29,169,a,,,0,0,0,1,1,0,0,-1.6732208,6.6573553,6.039144,7.1035123,6.881111,11.307741,7.7457547,-2.8259685,5.140919,1.2426331,3.2544603,4.802123,3.3407688,8.813156,3.1559272
29,49419,escribir,,,0,0,0,1,1,0,0,3.1430166,4.9901104,5.7396555,6.7909026,4.1749663,5.3751945,5.56088,2.8514087,4.9412966,4.0020356,4.936659,4.168511,5.246125,1.9646906,5.044084
29,14645,estaba,,,0,0,0,1,1,0,0,7.7287264,3.0982213,2.4454072,3.4531279,6.017983,8.488326,7.0765743,3.837754,0.9813748,1.1925174,7.1797304,3.7804594,6.1647663,4.0426645,2.9542959
29,81160,dot,,,0,0,0,1,0,0,0,1.9420714,9.512716,5.16741,5.724536,9.155396,6.4441686,5.447914,9.863618,8.78158,9.027137,0.47020504,-0.78119385,5.28415,4.4614806,6.8890514
29,11153,##ada,,",",0,0,0,0,1,0,4,2.7792704,2.192018,3.8246243,3.8654058,7.72849,4.001607,4.8610826,3.1531487,4.963151,3.0165565,6.4152465,3.9876957,3.301677,4.945802,5.8029084
29,193,y,,,0,0,0,1,1,0,0,4.4912295,5.8700066,6.9468365,-0.9432405,10.490962,2.017219,-0.40154904,-1.8787628,5.046689,5.862468,4.3999267,1.5438651,1.4315801,2.0235727,3.5664306
29,18849,cost,,,0,0,0,1,0,0,0,6.016921,-1.2505721,6.7499914,6.5843053,2.8846629,2.335685,10.29522,4.6577,9.839148,4.788238,4.745384,6.8561873,5.4893417,5.4693832,6.1084595
29,10443,##ó,,,0,0,0,0,1,0,0,-0.644387,3.10614,7.387156,5.3909845,3.3470154,0.9047938,0.40276963,9.31264,3.4654822,1.102785,9.547861,6.69097,3.2098136,3.4618611,2.3478146
29,18100,trabajo,,,0,0,0,1,1,0,0,2.3507159,5.065556,4.497406,7.914551,4.011165,5.9358187,4.04137,2.997718,4.9064174,4.087139,4.829044,4.8247795,5.8743258,2.030116,5.850344
29,10125,el,,,0,0,0,1,1,0,0,-0.22443278,12.327617,2.937181,6.845426,12.487154,4.873653,6.757933,5.99457,2.2618837,3.5329974,5.9619265,11.505534,5.6922584,5.414491,6.5090117
29,38041,conseguir,,,0,0,0,1,0,0,0,3.1349993,4.9480915,5.841817,6.637137,4.2152343,5.3497586,5.6567216,3.1235495,4.772084,3.9630265,5.078113,4.32521,5.0369515,2.0375767,5.192105
29,10715,##lo,,",",0,0,0,0,1,0,4,4.659634,2.8251588,1.7758558,10.612174,10.838188,4.297951,1.0726297,4.2079325,8.371415,8.374578,8.552901,3.0115933,7.3536735,3.1152697,1.4811153
29,10173,con,,,0,0,0,1,1,0,0,3.4532523,4.7314205,3.5364716,7.0781736,-0.28029653,2.7011364,7.353343,7.199714,3.1870875,6.2496533,5.460918,3.3868914,0.8239908,7.1335673,-3.7685814
29,10109,la,,,0,0,0,1,1,0,0,8.3721,6.2867417,6.1404796,1.6642978,1.4357028,8.475223,6.1788106,9.253258,10.131353,3.179796,4.650318,7.9238834,4.7938814,4.5552115,-0.26241246
29,84988,pobre,,,0,0,0,1,1,0,0,3.806767,4.880779,4.7729545,7.360242,3.8044603,6.7886815,4.827916,5.2593894,4.106002,5.436348,5.2779493,3.563752,3.566005,2.6958184,6.2846656
29,44366,suma,,,0,0,0,1,1,0,0,1.4826388,5.3223214,3.9271731,8.379303,3.8579218,6.8551416,3.8309925,3.6862643,4.5506186,4.097251,4.862242,4.400363,5.455415,1.4658935,6.1789865
29,10104,de,,,0,0,0,1,1,0,0,10.944366,0.7860536,7.908408,6.997314,4.1060576,1.9168618,10.141253,1.1375146,7.4297047,7.345926,7.9899263,3.1811192,3.9408581,4.4683676,5.055944
29,99485,cien,,,0,0,0,1,1,0,0,1.9247959,5.43113,4.0266366,8.290236,3.7019665,6.8654423,3.9530585,3.6494653,4.8618755,4.3860846,5.0377083,4.131889,5.5029697,1.2452288,6.3128757
29,68019,pesos,,,0,0,0,1,1,0,0,1.9197687,5.367784,4.1330914,8.291674,3.9760242,6.637785,3.8369272,3.5634768,4.799784,4.204529,4.8806233,4.425201,5.5449333,1.5783832,6.182951
29,27118,anual,,,0,0,0,1,0,0,0,2.3032823,5.2968936,4.0643682,8.278202,4.10629,6.4532304,3.8016808,3.6905189,4.9389677,4.232745,4.7279415,4.5097985,5.518378,1.7569923,5.9950237
29,10171,##es,,.,0,0,1,0,1,0,3,-0.42130682,2.7847748,4.220382,4.5309496,9.463596,6.422078,4.260161,6.974916,8.636813,7.617288,0.9610323,7.930883,6.8856664,8.979656,2.7866411
30,10110,en,,,1,1,0,1,1,0,0,6.7734303,8.454752,7.5621305,5.2879696,12.605631,5.547384,4.4017987,9.736142,8.429872,5.694136,7.2836084,5.344517,6.927972,5.6858153,1.4266971
30,39898,cuanto,,,0,0,0,1,1,0,0,2.3418136,4.9617023,4.723983,7.452248,3.8246777,5.65287,4.2131095,2.600527,4.833036,4.345275,5.0792437,5.4638205,5.807019,2.5970469,6.0760736
30,10164,al,,,0,0,0,1,1,0,0,-4.813695,8.851228,3.080922,2.6650748,6.922799,4.9834585,7.168296,6.919508,0.390858,3.3145492,5.740217,8.067248,6.5088086,5.3613796,2.1757767
30,13855,arte,,,0,0,0,1,1,0,0,2.3671584,4.8054423,4.0010014,8.080158,3.9676092,6.1299,3.9350035,3.6805832,4.997432,4.4393253,4.7189674,4.979083,5.544834,1.8044792,6.124479
30,13113,tipo,,,0,0,0,1,0,0,0,2.1354594,5.141165,4.257178,8.051322,3.823861,6.2784853,3.9766529,3.1530719,4.890296,4.1629324,4.893297,4.5392947,5.804243,1.5685133,5.950225
30,37061,##gráfico,,,0,0,0,0,1,0,0,2.6077752,5.2241254,4.100746,8.17001,4.1777124,6.0449743,3.7022884,3.373348,5.115497,4.139256,4.639298,4.7891817,5.7476997,2.1314874,5.9250317
30,12994,puede,,,0,0,0,1,1,0,0,3.7187078,5.6453214,5.3199654,6.7658362,4.528119,5.515437,6.3453007,3.000593,5.0196238,3.6753092,4.829879,3.971778,4.6421094,2.4013302,4.617299
30,19284,formar,,,0,0,0,1,0,0,0,3.0915763,5.049374,5.6856947,6.7207923,4.1893687,5.413165,5.658611,3.117928,4.7795215,3.8847666,5.065453,4.2558,5.066806,1.9938825,5.161467
30,10341,##se,,,0,0,0,0,1,0,0,-0.7853048,0.9845136,0.3530973,8.891261,7.719728,7.9576263,8.392922,8.762129,6.2203536,5.172968,9.009124,4.113923,7.556198,4.636438,3.2804704
30,10153,una,,,0,0,0,1,1,0,0,6.4038644,1.7426566,1.9446251,13.494151,4.692192,8.0848055,2.4086273,1.863888,3.2388446,2.24767,3.9910972,7.2580514,2.9718285,4.862038,1.4343419
30,14932,idea,,,0,0,0,1,1,0,0,2.885823,5.128442,4.4113603,7.7514195,4.251829,5.8206835,4.1534777,3.232494,4.981184,4.193274,4.7146187,4.8693104,5.4920616,2.4381425,5.805754
30,10183,por,,,0,0,0,1,1,0,0,2.234545,5.5050926,-0.81050634,5.1542335,4.9422183,10.852436,6.0060153,0.90936524,5.0056844,5.7881966,9.565788,4.6635113,7.712057,11.428279,4.8762894
30,10285,las,,,0,0,0,1,1,0,0,4.875898,3.4975934,7.3068576,10.992421,6.8374524,0.9893887,7.9196224,2.3150892,-0.79521364,2.024337,6.0419397,0.81093633,7.922444,0.25389823,8.263824
30,24815,memoria,,,1,0,0,1,0,0,0,2.7958112,5.1005287,4.412226,8.054659,4.3425293,5.8551474,3.7833734,2.8297076,4.8849297,4.1147866,4.4800854,4.9443264,5.8001537,2.6046472,6.086858
30,10107,##s,,,1,0,0,0,1,0,0,2.9280326,4.527003,4.2659273,4.6179576,5.245603,4.7195487,7.254283,3.2239034,13.280505,4.083057,3.972119,-0.4651633,6.462739,9.366524,8.183746
30,10127,del,,,0,0,0,1,1,0,0,-0.32432172,1.5973731,8.63064,1.9223344,2.4718125,2.5189383,2.2209122,1.8901794,-1.8477167,3.572151,2.582656,5.99436,0.13525702,2.6214538,1.641035
30,47599,señor,,,0,0,0,1,1,0,0,10.429454,4.0883136,3.0361152,1.3836802,8.652812,5.290764,0.8266929,6.1189713,10.204117,4.8903036,2.494881,7.6217785,8.715991,6.7242227,3.6971657
30,10601,có,,,1,0,0,1,0,0,0,4.794155,8.9973,1.4191631,3.0250509,7.0855436,3.8562202,0.06374276,3.1544244,4.7194676,2.5346587,3.5788243,9.496008,5.993688,1.1767293,-1.5349929
30,25602,##rdo,,,1,0,0,0,0,0,0,4.45854,1.2290583,6.5652013,3.276795,8.167594,3.7179437,0.12083608,5.3569427,1.1229528,5.337145,2.3945704,5.219538,6.521088,6.0168552,6.900383
30,10362,##va,,,1,0,0,0,1,0,0,1.6203668,-0.058737025,3.8337765,1.5276933,10.67904,2.4664981,3.5191345,3.024932,7.0010357,3.2829218,2.495537,5.4145317,4.738155,7.306724,5.131334
30,10121,que,,,0,0,0,1,1,0,0,1.3716396,10.293723,7.3474174,3.1090271,8.599353,-1.3430867,4.1497197,1.4418515,5.0633035,2.5799758,-2.9852152,7.885937,6.925461,4.276887,3.9996903
30,13621,ac,,,0,0,0,1,0,0,0,5.912544,1.4275147,2.1224217,6.8380313,4.048022,2.0561237,7.4733925,3.025731,11.360565,2.5055327,9.094247,7.3824987,0.46653223,1.0670226,8.750403
30,90276,##abo,,,0,0,0,0,1,0,0,2.834539,2.604009,3.7176752,3.5782025,7.410671,3.102975,4.42035,2.5635269,4.752525,3.130616,7.1359177,3.8031096,3.6439917,5.040382,6.0618258
30,10104,de,,,0,0,0,1,1,0,0,11.027578,0.9844468,7.915502,7.1368523,4.0222797,1.8885121,10.136877,0.9894674,7.539561,7.2343454,7.9288,3.2209058,3.9116325,4.582874,5.216628
30,37221,cita,,,0,0,0,1,0,0,0,3.4179082,5.0845304,5.2062206,7.149142,4.629564,5.5482826,5.2240477,3.5027795,4.7771025,4.172549,4.6618843,4.210935,4.99034,2.193082,5.2098684
30,10129,##r,,,0,0,0,0,1,0,0,4.4763308,1.1710409,6.75824,3.2658994,8.1314335,3.649547,0.006554586,5.433334,0.8595106,5.336797,2.3519444,5.315946,6.706932,6.0380273,6.8348513
30,193,y,,,0,0,0,1,1,0,0,4.520216,5.827845,7.040655,-0.93280345,10.537373,1.9743965,-0.4009901,-1.8550323,4.9727774,5.7661858,4.420528,1.4416634,1.4866302,2.0135467,3.5516558
30,10183,por,,,0,0,0,1,1,0,0,2.2641456,5.5325584,-0.7922683,5.1597085,4.9151464,10.832579,5.992127,0.9226125,5.0180774,5.7832975,9.548596,4.6917334,7.7254004,11.406052,4.9071794
30,10285,las,,,0,0,0,1,1,0,0,4.8854856,3.4848533,7.3280926,10.977279,6.8265133,0.9931953,7.9069557,2.3107219,-0.807389,2.0209987,6.0544577,0.81674075,7.9181514,0.2692932,8.256148
30,12678,col,,,0,0,0,1,0,0,0,2.602997,1.8858216,2.6599038,5.757746,5.498718,3.16653,8.128037,11.328264,3.690424,2.2305908,-3.5624235,6.5533385,6.761762,4.19807,3.8271775
30,65419,##ecciones,,,0,0,0,0,1,0,0,4.416483,3.6934016,3.7371223,6.457936,2.7402136,5.713644,3.5690167,0.6709149,5.4300804,4.901928,3.7782035,4.954232,5.4730644,4.43369,6.426403
30,10104,de,,,0,0,0,1,1,0,0,10.885775,0.9735702,7.895251,6.9880075,4.1207685,2.0250163,10.130607,0.98380905,7.476265,7.3399634,7.8457217,3.2264185,3.9329138,4.583735,5.1193156
30,90784,periódicos,,,0,0,0,1,1,0,0,2.4165,5.2276387,4.178611,8.149991,4.0835385,6.16583,3.7794797,3.4027538,5.0386114,4.199226,4.7889485,4.7197084,5.726589,1.917687,6.020422
30,10121,que,,,0,0,0,1,1,0,0,1.503098,10.275215,7.3024807,2.9945157,8.451453,-1.3529671,4.0529647,1.2969946,5.1869583,2.577995,-2.8818836,7.83398,7.109604,4.376502,3.9851701
30,36447,existen,,,0,0,0,1,1,0,0,3.9174173,5.488308,5.5377607,6.469112,4.201536,5.2505527,6.7007074,3.4482787,4.4638057,3.0698712,5.06785,4.0634103,4.6647243,2.568532,4.5218253
30,10110,en,,,0,0,0,1,1,0,0,6.798739,8.431598,7.538467,5.262325,12.621397,5.5465374,4.347285,9.719587,8.493905,5.635407,7.287868,5.390903,6.9770737,5.7386627,1.4650946
30,10109,la,,,0,0,0,1,1,0,0,8.442602,6.232939,6.0773444,1.7448474,1.4541521,8.375134,6.171393,9.215416,10.115721,3.1251686,4.8088665,7.929925,4.895155,4.5938864,-0.2962271
30,34297,biblioteca,,,1,0,0,1,1,0,0,2.7964656,5.1053553,4.4133544,8.062073,4.3484836,5.85612,3.7716303,2.8209481,4.879364,4.1095805,4.471113,4.9488015,5.8067307,2.6151643,6.095228
30,10127,del,,,0,0,0,1,1,0,0,-0.3136461,1.6178944,8.61662,1.9373529,2.4742048,2.5303829,2.208543,1.8999393,-1.8322802,3.5587604,2.572919,5.972049,0.11654785,2.6111834,1.6542411
30,99836,ayuntamiento,,,1,0,0,1,1,0,0,2.4819818,5.2709684,4.2280655,8.295868,4.2322645,6.0347953,3.7607684,3.1484118,5.1284056,3.9704077,4.5818214,4.6777215,6.0045857,1.9545628,5.765189
30,10104,de,,,0,0,0,1,1,0,0,10.967735,0.80489355,7.905795,6.951655,4.0657744,1.8036598,10.189665,1.1356214,7.4798923,7.38637,7.9889717,3.2044055,3.9136627,4.482501,4.994562
30,11504,esta,,,0,0,0,1,1,0,0,3.1809707,9.871935,2.149408,9.315042,3.2768822,-0.5405496,7.374893,0.800886,10.24561,6.163318,4.4397106,4.1308627,9.563318,3.3228831,2.7968626
30,12185,capital,,,0,0,0,1,1,0,0,3.377895,4.7692347,3.488592,7.045017,-0.261787,2.742833,7.3873825,7.150937,3.184868,6.283574,5.4335566,3.4297476,0.8115635,7.163087,-3.7253017
30,193,y,,,0,0,0,1,1,0,0,4.4883914,5.768657,6.948735,-0.93370444,10.459539,1.9546609,-0.4032174,-2.011023,4.975998,5.901488,4.4597135,1.4748273,1.5331547,2.0041335,3.599831
30,10121,que,,,0,0,0,1,1,0,0,1.3345054,10.324458,7.2422724,3.134265,8.4529,-1.374133,4.063079,1.2317865,5.165058,2.66794,-3.0002363,7.8601937,6.9759717,4.4423065,4.1030836
30,10126,se,,,0,0,0,1,1,0,0,3.5973268,10.734842,7.52044,5.9627485,-1.4700423,2.998096,3.0176353,3.3271403,1.5165844,2.3671877,3.677199,6.3812113,0.13495296,1.5822592,8.722607
30,37902,publicar,,,0,0,0,1,0,0,0,3.15173,4.992223,5.7777567,6.7616568,4.1962996,5.396036,5.57122,2.9370787,4.89831,3.9846082,4.9704657,4.2110004,5.198669,1.9786421,5.0712447
30,10263,##on,,,0,0,0,0,1,0,0,3.548374,5.5752096,7.9003406,2.7446892,2.7621028,3.4037514,5.95289,2.3051417,3.4623632,-0.3803225,0.57846344,7.344618,6.7770934,5.3681536,6.7957397
30,10110,en,,,0,0,0,1,1,0,0,6.7221713,8.4238,7.5053005,5.3573456,12.5372,5.427484,4.3850102,9.741527,8.442061,5.644912,7.335573,5.322452,6.989307,5.7614083,1.3549078
30,10182,los,,,0,0,0,1,1,0,0,2.836841,10.6705475,5.384974,6.973214,11.324053,7.687945,3.53733,12.033094,6.0392494,7.986181,6.3506536,7.366892,3.031045,3.2277584,5.841146
30,11278,años,,,0,0,0,1,1,0,0,1.125116,1.4654783,2.176176,7.9850945,7.847145,7.0999947,2.4741118,7.7557306,3.0135658,3.5389125,5.158426,7.2643266,6.7240095,5.713829,6.205412
30,10104,de,,,0,0,0,1,1,0,0,10.913373,0.8804771,7.8413725,6.958458,4.051713,1.8617759,10.1895275,1.114232,7.5397177,7.33917,7.919689,3.2696047,3.965784,4.441127,5.0820575
30,16148,1814,,,2,0,0,1,1,0,0,1.5850705,5.195256,4.259411,8.414745,4.083071,6.759831,3.8944442,3.6485755,4.6936264,4.0733953,4.9917326,4.2858877,5.485972,1.1601422,6.1331806
30,193,y,,,0,0,0,1,1,0,0,4.4369593,5.797373,7.018639,-0.9156693,10.5088005,2.0402944,-0.40283448,-1.9567881,4.9854016,5.9171224,4.4165764,1.4837974,1.4518265,2.01427,3.590137
30,10104,de,,,0,0,0,1,1,0,0,10.864335,0.91244787,7.8714104,7.069444,4.079055,2.003981,10.190497,1.1094414,7.5215,7.2274613,7.8866153,3.3218324,3.9381218,4.5283136,5.1394086
30,16776,1820,,.,2,0,1,1,1,0,3,1.5978111,5.1603246,4.3181634,8.4195175,4.1109614,6.737593,3.9178097,3.6533613,4.7114305,4.0799756,5.0037823,4.2704926,5.482032,1.1008325,6.12044
31,10220,para,,,1,1,0,1,1,0,0,2.1851475,2.3611677,9.905422,0.45466667,8.691892,8.865467,5.198369,0.12670137,1.5670941,6.8785977,4.3813534,3.7119727,3.793198,-1.5447587,5.1688056
31,10182,los,,,0,0,0,1,1,0,0,2.85982,10.708577,5.4346404,6.946154,11.332807,7.693183,3.5488505,12.047713,6.045959,7.9617443,6.3808312,7.363941,3.077911,3.2153397,5.8680925
31,10121,que,,,0,0,0,1,1,0,0,1.3737041,10.210712,7.321173,3.0376704,8.459987,-1.3641385,4.0415416,1.2853081,5.095717,2.5494626,-2.9605849,7.8798485,7.0326166,4.3923097,4.0338287
31,10126,se,,,0,0,0,1,1,0,0,3.5872521,10.69128,7.467324,5.927367,-1.3962901,2.9949605,3.0496974,3.3605638,1.5388912,2.4019938,3.6688013,6.413243,0.19946286,1.6337602,8.6637535
31,48961,hacen,,,0,0,0,1,1,0,0,7.1857576,1.5325247,9.037899,5.272027,1.4229656,3.2107046,1.4214827,-0.34498703,8.640375,4.719053,3.285577,1.742427,3.0857055,4.2101555,5.405138
31,58651,lenguas,,,0,0,0,1,1,0,0,2.7364514,5.442189,4.0769916,8.038533,4.2606516,6.2053246,3.2700953,3.4821076,4.810298,4.226215,4.8313923,5.159719,5.373597,2.7684107,6.344946
31,107161,pond,,,0,0,0,1,0,0,0,1.6009126,5.389452,4.011615,8.448237,3.9868095,6.8110414,3.7612557,3.6276915,4.577467,4.0883207,4.87436,4.4340663,5.4663534,1.603363,6.189393
31,28415,##eran,,,0,0,0,0,0,0,0,4.506285,1.1379428,6.587962,3.4098635,7.968939,3.690508,-0.13214818,5.2506347,0.76379067,5.4061565,2.2836833,5.1731687,6.5338187,5.912745,7.3374968
31,10317,##do,,,0,0,0,0,1,0,0,5.9149103,3.604119,6.111577,-1.5396694,4.1660013,1.1191775,0.7361262,4.782699,-1.9552188,5.3041835,5.142679,6.3620462,6.5503144,4.3151245,5.104879
31,10125,el,,,0,0,0,1,1,0,0,-0.22043084,12.336596,2.8512423,6.7209764,12.473753,4.921602,6.8173957,5.989695,2.3732488,3.5047998,6.0386624,11.435737,5.747181,5.5538177,6.495925
31,13000,car,,,0,0,0,1,0,0,0,-0.18056846,2.386395,4.4342365,3.9761693,7.112811,1.7449758,4.5395613,1.0532986,4.1665516,3.6811557,9.817861,4.771468,4.9538913,5.4100456,5.394335
31,52718,##iño,,,0,0,0,0,1,0,0,3.046685,5.762054,3.601437,8.278333,5.5212398,5.613756,2.3608356,3.8572025,4.4733152,4.4342175,3.1898577,5.4238925,5.7004576,2.8022149,6.617213
31,193,y,,,0,0,0,1,1,0,0,4.4403,5.817099,7.015684,-0.9337227,10.4957695,2.0586457,-0.3942448,-1.9762931,4.9633813,5.909534,4.4326134,1.4840931,1.4411349,1.9687524,3.6070538
31,46326,vene,,,0,0,0,1,0,0,0,1.5727848,5.0194626,4.523654,8.489187,4.1781,6.739189,4.044593,3.675198,4.7561746,4.0579777,5.122519,4.1976905,5.473037,0.8821217,6.1003623
31,18738,##ración,,,0,0,0,0,1,0,0,4.3237896,3.6542828,3.6508021,6.3440733,2.8630269,5.6184483,3.5784392,0.8123113,5.3632464,4.9485173,3.9088626,4.8426313,5.558163,4.4927206,6.3684125
31,10121,que,,,0,0,0,1,1,0,0,1.3685371,10.250399,7.2250037,3.0976274,8.424277,-1.4138758,4.069173,1.2129351,5.111587,2.6196656,-3.0153391,7.8951902,6.9779143,4.362293,4.090738
31,10126,se,,,0,0,0,1,1,0,0,3.531374,10.693793,7.5469894,5.9599547,-1.4417717,3.0556052,3.0328934,3.341852,1.581908,2.3391685,3.6141987,6.342466,0.2116171,1.6173642,8.701462
31,26230,prof,,,0,0,0,1,0,0,0,3.3806572,4.7389483,3.620499,6.978282,-0.21922739,2.6886075,7.2966785,7.2420654,3.1702318,6.2613616,5.509901,3.4003868,0.8873223,7.179739,-3.7007
31,18109,##esa,,,0,0,0,0,0,0,0,4.0528436,4.9855227,8.181785,4.4732842,10.457499,2.7394056,6.0707264,1.2400326,4.0897,0.33581325,5.2571588,4.626103,10.146689,6.413261,0.025747292
31,10537,##ba,,,0,0,0,0,1,0,0,3.4521523,-0.38836238,10.450642,10.283754,7.0435915,9.511971,1.2243319,4.700506,3.132306,7.2358294,4.2879825,4.1062975,3.5675607,7.5464983,7.8457603
31,169,a,,,0,0,0,1,1,0,0,-1.6208607,6.561757,6.0217237,7.1288586,6.8780913,11.332147,7.778997,-2.9221892,5.0319347,1.1770971,3.2849574,4.7547827,3.3653495,8.862263,3.2041047
31,10182,los,,,0,0,0,1,1,0,0,2.8565152,10.698956,5.4237266,6.9520545,11.308133,7.6973825,3.5515835,12.008408,6.013086,7.9797277,6.3715687,7.381923,3.058609,3.2118518,5.8592277
31,103495,sacerdotes,,",",0,0,0,1,1,0,4,2.4104326,5.1685944,4.0844464,8.4275055,4.255671,6.251855,3.7676094,3.816097,5.057637,4.32077,4.594048,4.8238044,5.539572,1.9513503,6.0848584
31,10196,es,,,0,0,0,1,0,0,0,5.118996,5.2262135,6.2705626,3.750013,12.4401045,4.9138656,5.0256686,3.1928537,6.5045543,0.6994204,3.6731985,3.9215415,6.362247,-2.528323,11.238674
31,10812,##co,,,0,0,0,0,0,0,0,3.948495,5.7113338,4.130943,6.320936,4.695398,2.0199194,2.5312696,4.864527,2.9422808,1.2986653,7.863291,2.553934,2.2524498,8.550804,0.7768876
31,11039,##jo,,",",0,0,0,0,1,0,4,-0.032303352,2.9704416,2.375929,2.9498982,7.4868307,6.2854233,4.7498665,3.1399558,4.356205,3.6608896,4.436465,4.739885,1.1019028,3.4672284,4.7233334
31,10402,entre,,,0,0,0,1,1,0,0,3.0826216,8.869921,10.505683,9.534534,8.965839,1.8585138,8.043941,7.3467174,6.080811,0.6372636,4.9632883,2.4218152,4.6830606,-1.1754055,6.680215
31,12525,otros,,,0,0,0,1,1,0,0,5.476905,5.272932,1.0620297,1.909822,1.2725143,5.3653264,6.90695,0.14059451,2.775165,6.369267,11.772939,7.196815,4.805895,3.613502,2.204593
31,10121,que,,,0,0,0,1,1,0,0,1.4133483,10.273067,7.2506866,3.0908203,8.466548,-1.4245946,4.0314875,1.239267,5.128792,2.6450942,-3.116331,7.934375,6.9197264,4.2241297,4.1206183
31,93666,pudiera,,,0,0,0,1,1,0,0,3.9373028,5.8026853,5.222802,6.777419,4.738418,5.4875364,6.526827,2.8758667,5.2266865,3.6942968,4.6726403,3.8031309,4.5179367,2.5204418,4.4944954
31,37221,cita,,,0,0,0,1,0,0,0,3.4258099,5.079217,5.206173,7.1513295,4.637517,5.546637,5.215543,3.5108395,4.776156,4.176936,4.656689,4.210513,4.988538,2.197353,5.2082376
31,10129,##r,,",",0,0,0,0,1,0,4,4.4805593,1.1664797,6.761058,3.270786,8.124,3.6475651,0.0033590891,5.4264693,0.85397196,5.3374705,2.3536286,5.314783,6.704823,6.0338254,6.8441544
31,10119,un,,,0,0,0,1,1,0,0,-0.5723652,10.772145,1.5906794,6.898283,7.888416,8.850662,9.267832,6.2462187,-1.0080191,4.583249,3.296948,7.5913873,6.1118455,7.702139,5.8530116
31,19614,hecho,,,0,0,0,1,1,0,0,2.9623487,4.7246823,5.168781,6.3175335,4.7249646,5.172555,5.5303655,3.2794657,4.679606,3.9627297,5.2755165,4.4499326,4.823902,2.2634978,5.346352
31,169,a,,,0,0,0,1,1,0,0,-1.5911683,6.6809583,5.9759846,7.10575,6.9938293,11.258942,7.7462745,-2.792735,5.1544867,1.179789,3.3370092,4.8534384,3.3335238,8.860484,3.1157086
31,57247,propósito,,,0,0,0,1,1,0,0,2.3876917,5.237713,4.2481785,8.137069,4.049844,6.163649,3.9205039,3.2129786,5.0146346,4.1175146,4.753184,4.5939803,5.807515,1.8522086,5.876535
31,10220,para,,,0,0,0,1,1,0,0,2.2103286,2.3500276,9.921123,0.47452837,8.658462,8.815727,5.207455,0.13432647,1.5554078,6.896158,4.4123793,3.6964536,3.7651417,-1.5285805,5.1777205
31,77644,demostrar,,,0,0,0,1,1,0,0,3.1691434,5.0137362,5.782734,6.7598433,4.2178454,5.4029503,5.59586,3.1565173,4.8006754,3.972104,4.998953,4.301221,5.0339513,2.0390792,5.1996403
31,10121,que,,,0,0,0,1,1,0,0,1.4388106,10.306595,7.3190455,2.9388762,8.441181,-1.3736831,3.9996877,1.2557571,5.265065,2.5728047,-2.80916,7.978871,7.224735,4.4597774,3.8924468
31,10104,de,,,0,0,0,1,1,0,0,10.931111,0.7923598,7.9076486,7.0260935,4.0585933,1.8423305,10.163128,1.0589324,7.491081,7.3058357,7.948891,3.3038378,3.9525056,4.5272894,5.040918
31,12655,todo,,,0,0,0,1,1,0,0,7.5487494,11.56056,11.717264,8.413822,-1.5070963,5.8058214,7.2260466,1.2856266,4.3894496,5.071983,5.3107224,7.155982,6.2913947,7.054515,5.2933645
31,12758,había,,,0,0,0,1,1,0,0,6.466954,9.112112,0.43157163,2.4760404,2.3602977,5.1521106,0.8234541,0.68236953,8.202407,4.1444983,1.9542253,1.5610577,0.07860743,3.7902539,5.7049656
31,10110,en,,,0,0,0,1,1,0,0,6.70915,8.424724,7.535591,5.2945733,12.551012,5.4900746,4.3652854,9.771282,8.532708,5.619056,7.2604938,5.336687,7.0190988,5.753926,1.4047749
31,10109,la,,,0,0,0,1,1,0,0,8.3790865,6.1728888,6.1012144,1.6207418,1.5249118,8.445612,6.2350082,9.304102,10.02326,3.0956976,4.661029,7.944143,4.8024735,4.588548,-0.3289128
31,13956,vi,,,0,0,0,1,0,0,0,11.346788,0.85826993,7.857556,7.028963,3.9248319,2.0955272,10.010522,0.8144729,7.0824227,7.436184,8.4868555,2.90932,3.9919837,4.857555,4.9034667
