instancia_id,token_id,token,punt_inicial,punt_final,capitalización,indice_oracion,i_punt_inicial,i_punt_final,i_puntuacion,dim_red_0,dim_red_1,dim_red_2,dim_red_3,dim_red_4
26,10104,de,,,0,29,0,0,0,3.4849803,-9.327166,32.812332,-7.1604934,4.559541
26,10196,es,,,1,30,0,0,0,7.808508,2.9491448,-1.6764922,22.302528,3.683997
26,11359,##pa,,,1,31,0,0,0,-1.7202508,5.9481764,7.5112457,14.900598,6.6583576
26,13995,##ña,,",",1,32,0,4,4,4.40424,2.5549414,5.289808,6.980858,3.8276677
26,11357,ab,,,0,33,0,0,0,-3.64026,15.655949,9.109511,-7.652208,2.7457893
26,69400,##olie,,,0,34,0,0,0,-5.3487525,6.048399,3.9967866,14.309466,4.8827143
26,11620,##ron,,,0,35,0,0,0,-5.394048,6.0286026,3.9475005,14.406009,4.852245
26,10285,las,,,0,36,0,0,0,6.439282,-10.213394,-1.1187503,-9.710876,7.485746
26,22266,corte,,,1,37,0,0,0,5.6341777,-15.702941,10.622984,-2.0915792,-1.4465551
26,10107,##s,,",",1,38,0,4,4,-4.810758,4.7777615,12.492546,14.633731,6.966599
26,10173,con,,,0,39,0,0,0,5.5123076,-15.678754,10.746605,-1.9651952,-1.4862565
26,26219,ap,,,0,40,0,0,0,-3.5064228,15.560236,9.217883,-7.759763,2.713431
26,50220,##laus,,,0,41,0,0,0,-2.139277,5.4981174,8.452523,16.16403,7.082857
26,10133,##o,,,0,42,0,0,0,-5.3640084,6.128996,3.903725,14.334319,4.8125086
26,10104,de,,,0,43,0,0,0,3.565201,-9.338442,32.825687,-7.0847936,4.4565225
26,12655,todo,,,0,44,0,0,0,8.733291,3.7866125,4.4060483,2.9660816,3.3967004
26,10125,el,,,0,45,0,0,0,5.9341617,22.755423,9.809664,3.215135,4.668854
26,13137,mundo,,,0,46,0,0,0,7.492404,2.306909,6.700682,4.743053,1.6023077
26,71458,civili,,,0,47,0,0,0,7.3583922,2.4429874,6.788884,4.321012,2.1790257
26,20092,##zado,,.,0,48,0,3,3,-1.7816546,4.4716253,5.695739,16.68207,6.1959915
27,23827,mucho,,,1,0,0,0,0,7.7707024,2.9608552,5.974315,2.446698,0.7639236
27,10104,de,,,0,1,0,0,0,3.636783,-9.349138,32.93736,-7.0151668,4.4245267
27,10406,lo,,,0,2,0,0,0,12.667692,9.032108,-5.381568,-3.6894832,8.688254
27,10121,que,,,0,3,0,0,0,8.734346,-9.871965,-8.416389,-0.32808664,3.0785596
27,10126,se,,,0,4,0,0,0,8.372391,-0.060945082,5.472371,-11.9236555,6.8379407
27,10141,le,,,0,5,0,0,0,3.0634694,-6.3622274,27.610142,-4.356066,4.501565
27,10112,##e,,,0,6,0,0,0,-2.6616042,6.8466496,7.9845037,16.72536,6.775988
27,193,y,,,0,7,0,0,0,27.943527,13.027673,11.718743,9.579348,7.330496
27,91174,escribe,,,0,8,0,0,0,5.746868,1.1873249,5.130757,3.8347492,1.9628894
27,39634,acerca,,,0,9,0,0,0,3.1856532,-9.169956,32.90983,-7.2699037,4.326504
27,10104,de,,,0,10,0,0,0,3.5963314,-9.305647,32.86768,-7.0050397,4.4054427
27,10285,las,,,0,11,0,0,0,6.4109435,-10.183707,-1.0896527,-9.680947,7.513588
27,18849,cost,,,0,12,0,0,0,5.485315,-15.558987,10.907095,-1.8640788,-1.1782231
27,107481,##umbres,,,0,13,0,0,0,7.3957148,2.1358252,5.8237305,4.1768517,2.2730126
27,83837,patriarca,,,0,14,0,0,0,7.0129566,2.1761003,6.6204543,4.45463,1.837483
27,11268,##les,,,0,15,0,0,0,-2.1125317,5.5228353,8.425441,16.169016,7.0620723
27,10104,de,,,0,16,0,0,0,3.5727103,-9.394196,32.939545,-7.1615543,4.441995
27,43449,aquellos,,,0,17,0,0,0,8.144155,2.3711526,4.7714534,2.26492,3.1520994
27,34529,tiempos,,,0,18,0,0,0,7.1235704,3.2824397,6.1140113,5.776676,0.93076456
27,10196,es,,,0,19,0,0,0,7.8421583,2.915426,-1.7132518,22.323174,3.7183077
27,93720,falso,,.,0,20,0,3,3,8.1529255,1.5473084,5.9523177,3.8577664,2.5850978
28,10554,ne,¿,,1,0,1,0,1,8.360687,-0.04912813,5.4840975,-11.935722,6.849748
28,87940,##cesi,,,1,1,0,0,0,5.4933085,2.1480768,5.9811335,6.7394266,2.5063407
28,12819,##tar,,,1,2,0,0,0,-1.4748662,5.2523174,8.029659,15.819724,6.989868
28,10333,##é,,,1,3,0,0,0,-0.6005589,5.354328,6.8495703,14.109994,5.996367
28,10196,es,,,0,4,0,0,0,7.8480144,2.9095817,-1.7176727,22.318201,3.7241406
28,19706,##for,,,0,5,0,0,0,3.4825108,-9.4600525,32.862434,-6.9211826,4.5665836
28,15803,##zar,,,0,6,0,0,0,-1.5170362,5.3067675,7.9416385,15.709592,6.945151
28,10627,##me,,,0,7,0,0,0,-1.895424,6.8839335,7.976734,16.961758,6.877829
28,10220,para,,,0,8,0,0,0,2.93787,-8.445918,32.282448,-7.0568886,4.7499275
28,11284,pro,,,0,9,0,0,0,5.627273,-12.308919,12.30843,-0.896222,1.1125056
28,12867,##bar,,,0,10,0,0,0,-1.474495,5.2263603,8.04593,15.827418,7.0064445
28,10121,que,,,0,11,0,0,0,8.729923,-9.764576,-8.482902,-0.037138645,2.964301
28,14166,hem,,,0,12,0,0,0,-3.1189392,15.562376,9.434604,-7.6599016,2.868956
28,10310,##os,,,0,13,0,0,0,-5.4286857,6.283648,3.6418922,14.3681755,4.7039247
28,54140,ganado,,,0,14,0,0,0,7.0113463,2.3009362,6.2379484,4.504426,1.616918
28,11564,también,,,0,15,0,0,0,7.959486,2.3538191,5.316681,3.0242333,0.759351
28,10110,en,,,0,16,0,0,0,-4.190691,16.031414,8.795079,-7.509597,2.7829633
28,10109,la,,,0,17,0,0,0,13.152059,8.972167,-6.032,-3.6794033,8.557498
28,10552,parte,,,0,18,0,0,0,5.4988174,-15.507181,11.0417595,-2.102363,-1.1834211
28,70992,intelectual,,?,0,19,0,2,2,7.163023,2.3572812,6.572568,4.243396,2.123659
29,10109,la,,,1,0,0,0,0,13.101915,8.952602,-5.988927,-3.6654093,8.565765
29,25873,escuela,,,0,1,0,0,0,7.229087,1.757765,6.490514,4.5264583,1.7194775
29,10127,del,,,0,2,0,0,0,3.5623083,-8.744208,32.726906,-7.0127954,3.9337234
29,18843,pueblo,,,0,3,0,0,0,7.4347796,2.2143831,6.737653,4.6679664,1.7041498
29,10104,de,,,0,4,0,0,0,3.4913855,-9.488759,32.79404,-7.1815515,4.4816947
29,11135,ca,,,1,5,0,0,0,5.535188,-15.48272,11.052559,-1.8482192,-0.9122785
29,80569,##guas,,,1,6,0,0,0,-2.362299,6.2708616,7.5880566,16.321468,7.229087
29,11842,donde,,,0,7,0,0,0,7.636581,1.804635,5.4882355,1.679914,-1.0303448
29,13672,yo,,,0,8,0,0,0,27.750698,12.739992,11.630318,9.497967,7.8306556
29,87438,apre,,,0,9,0,0,0,5.634144,-12.2631855,12.316104,-0.9249425,1.0765667
29,11534,##nd,,,0,10,0,0,0,-2.423149,6.0577893,7.8732057,15.090101,7.5008736
29,10545,##í,,,0,11,0,0,0,-0.538856,5.2826085,6.9075074,14.162513,5.9472904
29,169,a,,,0,12,0,0,0,7.992977,-3.426322,22.561811,9.974418,16.93632
29,49419,escribir,,,0,13,0,0,0,5.820488,1.199618,5.0101933,3.9216,1.9610374
29,14645,estaba,,,0,14,0,0,0,5.679768,1.4235549,5.499237,3.0716026,1.3775991
29,81160,dot,,,0,15,0,0,0,6.8427444,1.6713277,6.021972,3.2421901,1.2072866
29,11153,##ada,,",",0,16,0,4,4,-2.3447404,6.187872,7.5050287,16.333494,7.213903
29,193,y,,,0,17,0,0,0,27.86132,13.012694,11.778318,9.634736,7.421549
29,18849,cost,,,0,18,0,0,0,5.4814973,-15.551033,10.928051,-1.8802788,-1.155639
29,10443,##ó,,,0,19,0,0,0,-0.38924786,5.2449718,6.4440885,13.757484,6.002682
29,18100,trabajo,,,0,20,0,0,0,7.0058365,2.2700596,6.310046,4.5772185,1.5773183
29,10125,el,,,0,21,0,0,0,5.8796525,22.735382,9.737859,3.1428068,4.5928802
29,38041,conseguir,,,0,22,0,0,0,5.854435,1.3526652,5.022333,4.0038576,1.9367781
29,10715,##lo,,",",0,23,0,4,4,-5.308909,6.1125617,3.9622717,14.273042,4.845789
29,10173,con,,,0,24,0,0,0,5.5772567,-15.597053,10.7572365,-1.9490964,-1.4890592
29,10109,la,,,0,25,0,0,0,13.075101,8.8915615,-6.0265145,-3.7247207,8.529361
29,84988,pobre,,,0,26,0,0,0,7.519853,1.9507892,5.6624117,3.633217,2.1096814
29,44366,suma,,,0,27,0,0,0,8.062824,-0.07346737,0.8424041,4.418429,3.7076952
29,10104,de,,,0,28,0,0,0,3.5446436,-9.398382,32.914803,-7.0571513,4.472006
29,99485,cien,,,0,29,0,0,0,7.0443597,2.1251905,5.9748883,3.5709066,1.7378893
29,68019,pesos,,,0,30,0,0,0,7.0967984,2.2825096,6.5006604,4.271151,1.6949441
29,27118,anual,,,0,31,0,0,0,7.255463,2.4724827,6.5514193,4.2289495,1.7760259
29,10171,##es,,.,0,32,0,3,3,-4.6558337,4.7845383,12.349364,14.592009,7.0092034
30,10110,en,,,1,0,0,0,0,-4.150221,16.063128,8.871441,-7.520728,2.8613832
30,39898,cuanto,,,0,1,0,0,0,7.5428286,1.7335511,5.4287944,1.5918238,-1.1281306
30,10164,al,,,0,2,0,0,0,15.725861,0.15446088,2.083006,-7.7810373,12.655393
30,13855,arte,,,0,3,0,0,0,6.9771166,1.7377517,6.463957,4.160023,1.352534
30,13113,tipo,,,0,4,0,0,0,5.471632,-15.605801,10.879016,-1.972899,-1.2799726
30,37061,##gráfico,,,0,5,0,0,0,7.059939,2.367791,6.5551023,4.348235,1.9433042
30,12994,puede,,,0,6,0,0,0,5.8366804,1.5019667,5.860202,3.5929632,2.0684395
30,19284,formar,,,0,7,0,0,0,5.8847427,1.2630854,4.8649125,3.996777,2.0153575
30,10341,##se,,,0,8,0,0,0,-2.7410538,6.9337993,8.002547,16.781937,6.7540665
30,10153,una,,,0,9,0,0,0,8.034724,-0.11678179,0.8058336,4.4519835,3.7399888
30,14932,idea,,,0,10,0,0,0,7.9185524,0.0024566276,1.245582,4.264776,3.4496708
30,10183,por,,,0,11,0,0,0,8.731879,-0.47057676,10.958447,7.798628,-10.179271
30,10285,las,,,0,12,0,0,0,6.3992915,-10.1734085,-1.0787597,-9.6709,7.52575
30,24815,memoria,,,1,13,0,0,0,7.16807,1.6608442,6.508975,4.4565663,1.675961
30,10107,##s,,,1,14,0,0,0,-4.777236,4.757538,12.433177,14.624438,7.0085816
30,10127,del,,,0,15,0,0,0,3.561763,-8.730245,32.725136,-7.0126953,3.9176204
30,47599,señor,,,0,16,0,0,0,7.058147,1.6575416,7.622017,3.715642,1.9930936
30,10601,có,,,1,17,0,0,0,5.5847964,-15.720204,10.645706,-1.9862138,-1.5501144
30,25602,##rdo,,,1,18,0,0,0,-1.6655582,4.3746715,5.5786614,16.80113,6.1503124
30,10362,##va,,,1,19,0,0,0,-2.5607405,6.771124,7.919786,16.714872,6.805826
30,10121,que,,,0,20,0,0,0,8.668777,-9.789491,-8.315751,-0.23801348,3.018346
30,13621,ac,,,0,21,0,0,0,5.6643176,-15.721242,10.800104,-2.023482,-1.2185099
30,90276,##abo,,,0,22,0,0,0,-1.4013354,6.0116262,6.6650577,13.722716,6.304849
30,10104,de,,,0,23,0,0,0,3.4984932,-9.453571,32.88545,-7.141559,4.5721364
30,37221,cita,,,0,24,0,0,0,5.5137863,-15.6460285,10.729172,-2.0132384,-1.5231283
30,10129,##r,,,0,25,0,0,0,-1.6778538,5.4372263,8.001777,15.9733,6.9421225
30,193,y,,,0,26,0,0,0,27.96587,13.042166,11.747914,9.552902,7.4014583
30,10183,por,,,0,27,0,0,0,8.720659,-0.4593596,10.947234,7.7874117,-10.168068
30,10285,las,,,0,28,0,0,0,6.432014,-10.206118,-1.111468,-9.703524,7.4930315
30,12678,col,,,0,29,0,0,0,5.5462136,-15.680706,10.597414,-1.9943594,-1.4856296
30,65419,##ecciones,,,0,30,0,0,0,6.4577913,2.2245128,6.2811756,4.961268,2.2281768
30,10104,de,,,0,31,0,0,0,3.5670943,-9.377719,32.814186,-7.0557914,4.5376825
30,90784,periódicos,,,0,32,0,0,0,7.182194,2.2126281,6.454781,4.094773,2.0039783
30,10121,que,,,0,33,0,0,0,8.665569,-9.960864,-8.474362,-0.4073725,3.0698931
30,36447,existen,,,0,34,0,0,0,5.8039804,1.3939294,5.7469406,3.469763,1.7996517
30,10110,en,,,0,35,0,0,0,-4.1300416,16.029999,8.820766,-7.5085554,2.8013873
30,10109,la,,,0,36,0,0,0,13.204973,9.033444,-6.005597,-3.6673632,8.517673
30,34297,biblioteca,,,1,37,0,0,0,7.160439,1.703765,6.514897,4.481705,1.6713198
30,10127,del,,,0,38,0,0,0,3.5645528,-8.745517,32.729523,-7.01232,3.9320056
30,99836,ayuntamiento,,,1,39,0,0,0,7.088459,2.193677,6.8935637,4.4430304,1.8681674
30,10104,de,,,0,40,0,0,0,3.4032032,-9.262241,32.80554,-7.081956,4.4447308
30,11504,esta,,,0,41,0,0,0,7.620354,2.7699292,4.669537,2.0895982,2.8751667
30,12185,capital,,,0,42,0,0,0,7.5588937,1.8008206,6.776235,4.7005267,1.8390219
30,193,y,,,0,43,0,0,0,27.8851,13.027899,11.747422,9.559422,7.363978
30,10121,que,,,0,44,0,0,0,8.699422,-9.9015665,-8.354234,-0.27178675,3.0791938
30,10126,se,,,0,45,0,0,0,8.333426,-0.021998053,5.5113306,-11.962701,6.876907
30,37902,publicar,,,0,46,0,0,0,5.785027,1.1825911,4.9117174,3.9717174,2.0299368
30,10263,##on,,,0,47,0,0,0,-5.351351,6.057637,3.9871228,14.331938,4.82649
30,10110,en,,,0,48,0,0,0,-4.0862055,15.978323,8.884278,-7.507125,2.8527856
30,10182,los,,,0,49,0,0,0,5.4395957,-0.16970898,-0.15066427,1.1338074,17.930473
30,11278,años,,,0,50,0,0,0,7.054341,3.2324939,6.0855927,5.7833347,0.979373
30,10104,de,,,0,51,0,0,0,3.1456327,-8.797888,32.523594,-7.069875,4.7036552
30,16148,1814,,,2,52,0,0,0,6.8876143,2.3064914,6.0149565,3.6610098,1.4049903
30,193,y,,,0,53,0,0,0,27.832575,13.129162,11.754347,9.663402,7.2905407
30,10104,de,,,0,54,0,0,0,3.158739,-8.771962,32.49431,-7.052341,4.684974
30,16776,1820,,.,2,55,0,3,3,6.885131,2.3233235,5.9903464,3.678463,1.4580071
31,10220,para,,,1,0,0,0,0,2.9237978,-8.479347,32.31645,-7.0358777,4.731808
31,10182,los,,,0,1,0,0,0,5.472599,-0.20256063,-0.18392779,1.1082488,17.897655
31,10121,que,,,0,2,0,0,0,8.698984,-9.81349,-8.417391,-0.3913979,3.0738442
31,10126,se,,,0,3,0,0,0,8.379543,-0.068056576,5.46521,-11.91651,6.8307977
31,48961,hacen,,,0,4,0,0,0,5.2129736,1.6781608,5.091874,4.1160297,1.7964041
31,58651,lenguas,,,0,5,0,0,0,7.6534925,1.943124,5.828426,4.0490317,2.469319
31,107161,pond,,,0,6,0,0,0,6.11457,1.5185838,5.938948,3.8008993,2.033595
31,28415,##eran,,,0,7,0,0,0,-2.2747495,6.320195,8.0905,16.081436,6.8944674
31,10317,##do,,,0,8,0,0,0,-1.692258,4.420142,5.622704,16.768183,6.201191
31,10125,el,,,0,9,0,0,0,5.9913793,22.7941,9.709945,3.2706013,4.650371
31,13000,car,,,0,10,0,0,0,2.8077214,-8.056431,32.015244,-7.0678363,4.610668
31,52718,##iño,,,0,11,0,0,0,4.444215,2.526482,5.27173,6.9360275,3.7858121
31,193,y,,,0,12,0,0,0,27.86673,13.100338,11.693146,9.601545,7.4028893
31,46326,vene,,,0,13,0,0,0,5.619682,-15.693816,10.620019,-1.9958762,-1.5565833
31,18738,##ración,,,0,14,0,0,0,6.396126,2.168485,6.4100814,5.0539956,2.224528
31,10121,que,,,0,15,0,0,0,8.692743,-9.902013,-8.366271,-0.3253233,3.1402924
31,10126,se,,,0,16,0,0,0,8.401663,-0.09027658,5.443225,-11.897226,6.808992
31,26230,prof,,,0,17,0,0,0,5.592173,-12.340438,12.336861,-0.8551714,1.1318028
31,18109,##esa,,,0,18,0,0,0,-4.453038,4.755681,12.157522,14.528162,7.0489902
31,10537,##ba,,,0,19,0,0,0,-1.3083649,5.960336,6.7473116,13.777834,6.3659544
31,169,a,,,0,20,0,0,0,8.033375,-3.4738798,22.592106,10.022091,16.933527
31,10182,los,,,0,21,0,0,0,5.43791,-0.16792664,-0.14902338,1.1341683,17.931988
31,103495,sacerdotes,,",",0,22,0,4,4,7.5989833,2.3614666,5.9292994,3.7422028,2.7134695
31,10196,es,,,0,23,0,0,0,7.823808,2.9337063,-1.6933558,22.324505,3.7001064
31,10812,##co,,,0,24,0,0,0,-4.516994,6.0281124,4.384308,14.087321,5.041227
31,11039,##jo,,",",0,25,0,4,4,-5.2210407,6.0062575,4.022038,14.200182,5.022022
31,10402,entre,,,0,26,0,0,0,3.4395957,-9.491677,32.67892,-7.339714,4.721153
31,12525,otros,,,0,27,0,0,0,7.62676,1.9862725,5.004775,3.7429461,2.8560016
31,10121,que,,,0,28,0,0,0,8.687571,-9.897556,-8.436469,-0.38093534,3.0949845
31,93666,pudiera,,,0,29,0,0,0,5.5180545,1.4768609,5.7357206,3.5364327,1.9343206
31,37221,cita,,,0,30,0,0,0,5.4868617,-15.606385,10.722263,-1.9463183,-1.4958649
31,10129,##r,,",",0,31,0,4,4,-1.6903765,5.4530325,8.02243,15.974462,6.9659843
31,10119,un,,,0,32,0,0,0,8.052004,-0.2039176,0.6945501,4.2943916,3.8475876
31,19614,hecho,,,0,33,0,0,0,8.373458,1.0101248,5.2574105,3.0808978,0.47140405
31,169,a,,,0,34,0,0,0,7.98699,-3.4368122,22.554165,9.984814,16.939964
31,57247,propósito,,,0,35,0,0,0,6.8885207,2.1991055,6.413544,4.340973,1.7295133
31,10220,para,,,0,36,0,0,0,2.9665945,-8.4661045,32.29855,-7.056391,4.7546477
31,77644,demostrar,,,0,37,0,0,0,5.896547,1.3414065,4.957897,4.007887,1.9957769
31,10121,que,,,0,38,0,0,0,8.801244,-9.813998,-8.383934,-0.2890941,3.115485
31,10104,de,,,0,39,0,0,0,3.5930781,-9.094564,32.820255,-6.8257003,4.4713764
31,12655,todo,,,0,40,0,0,0,8.73112,3.7847457,4.407489,2.968059,3.3949268
31,12758,había,,,0,41,0,0,0,5.0319934,1.400978,5.5958686,3.300475,1.6438639
31,10110,en,,,0,42,0,0,0,-4.1497684,16.018723,8.832446,-7.4906807,2.8202443
31,10109,la,,,0,43,0,0,0,13.099404,8.946732,-5.973562,-3.728029,8.534519
31,13956,vi,,,0,44,0,0,0,3.6167235,-9.288405,32.972347,-6.948407,4.3382287
31,13995,##ña,,,0,45,0,0,0,4.4019237,2.5610354,5.299859,6.9829,3.830194
31,10127,del,,,0,46,0,0,0,3.5651784,-8.730468,32.721268,-7.010796,3.921669
31,47599,señor,,.,1,47,0,3,3,7.060218,1.6565512,7.623649,3.7181003,1.9946997
32,38188,qué,¿,,1,0,1,0,1,7.5550203,1.7721703,5.4509635,1.5867057,-1.1271255
32,12832,tiene,,,0,1,0,0,0,5.565662,1.2243458,5.9847174,3.6120625,1.9333209
32,10107,##s,,?,0,2,0,2,2,-4.8212266,4.774481,12.522219,14.668088,7.021887
33,169,a,,,3,0,0,0,0,7.9821105,-3.430452,22.561745,9.978555,16.9269
33,16719,ver,,",",0,1,0,4,4,3.5876307,-9.374103,32.879696,-6.9948735,4.6091666
33,82639,dó,¿,,0,2,1,0,1,7.554983,1.7956616,5.5118203,1.7308942,-0.9395882
33,11382,##nde,,,0,3,0,0,0,-2.38809,6.1160865,7.8698554,15.317713,7.412602
33,10361,te,,,0,4,0,0,0,3.4491963,-9.163628,32.68928,-7.340644,4.575317
33,66330,duel,,,0,5,0,0,0,6.521663,1.7173487,5.9327483,3.6453722,1.7689642
33,10112,##e,,?,0,6,0,2,2,-2.6211371,6.8058743,7.957002,16.691162,6.7957535
34,10406,lo,,,1,0,0,0,0,12.698686,9.001217,-5.412793,-3.6643307,8.658123
34,10121,que,,,0,1,0,0,0,8.71711,-9.871957,-8.39589,-0.33662575,3.0569909
34,12832,tiene,,,0,2,0,0,0,5.566282,1.2260213,5.976155,3.6103206,1.9399707
34,10107,##s,,,0,3,0,0,0,-4.7925396,4.755273,12.485807,14.649242,6.986817
34,10110,en,,,0,4,0,0,0,-4.12961,16.001371,8.867592,-7.421637,2.7437255
34,10109,la,,,0,5,0,0,0,13.12793,9.021214,-6.009802,-3.7509224,8.526786
34,10196,es,,,0,6,0,0,0,7.8492823,2.908334,-1.719634,22.350657,3.7254143
34,34935,##pal,,,0,7,0,0,0,-1.7272747,5.986536,7.424879,14.805895,6.6359878
34,10229,##da,,,0,8,0,0,0,-2.4980278,6.389472,7.572526,16.221064,7.0957484
34,10192,no,,,0,9,0,0,0,-14.105676,6.3765798,4.1015263,5.6949544,8.655065
34,10196,es,,,0,10,0,0,0,7.815813,2.941796,-1.6859154,22.319021,3.6919098
34,10119,un,,,0,11,0,0,0,8.052008,-0.20487542,0.6935004,4.293506,3.8481474
34,66800,dolor,,",",0,12,0,4,4,6.7723956,2.3667996,6.0030155,3.8456998,1.3428398
34,18874,sino,,,0,13,0,0,0,5.339678,-15.906846,10.825996,-1.8177811,-1.2670715
34,19188,muchos,,,0,14,0,0,0,7.390855,2.279286,5.6196856,3.7114887,2.3220663
34,174,f,,,0,15,0,0,0,5.6121607,-15.156614,11.197125,-1.80739,-0.65283436
34,20085,##oe,,,0,16,0,0,0,-5.331622,6.105237,3.9551034,14.319523,4.8292885
34,10213,##ta,,,0,17,0,0,0,-2.6010482,6.685873,7.7605677,16.52781,6.904279
34,20994,##zos,,.,0,18,0,3,3,-1.7739068,4.422061,5.5619807,16.731897,6.1293063
35,10110,en,¿,,1,0,1,0,1,-4.160915,15.97707,8.780602,-7.452216,2.761053
35,82639,dó,,,0,1,0,0,0,7.550131,1.7794133,5.50011,1.7295798,-0.94688994
35,11382,##nde,,,0,2,0,0,0,-2.3834865,6.1132913,7.8744693,15.320368,7.408994
35,14645,estaba,,,0,3,0,0,0,5.698832,1.4028285,5.5116544,3.0875695,1.3957952
35,10107,##s,,,0,4,0,0,0,-4.8369336,4.8162885,12.527627,14.693112,7.0050797
35,10428,met,,,0,5,0,0,0,5.5456047,-15.657196,10.710725,-2.004872,-1.4661623
35,12306,##ido,,?,0,6,0,2,2,-1.7036184,4.380107,5.5766826,16.748589,6.1564097
36,45632,cosas,¿,,1,0,1,0,1,7.562673,1.9842116,5.735811,3.9716814,2.416471
36,10104,de,,,0,1,0,0,0,3.6334474,-9.268092,32.962868,-7.1647425,4.5482717
36,22354,mujeres,,?,0,2,0,2,2,7.7813225,1.9302748,5.8597474,4.0332313,2.5335271
37,54910,cree,¿,,1,0,1,0,1,5.6890845,1.3389155,5.890544,3.5565782,2.0720422
37,10107,##s,,,1,1,0,0,0,-4.8645372,4.705584,12.565856,14.568612,7.076553
37,85777,tú,,,0,2,0,0,0,6.6984725,1.9788569,6.0062923,3.4703345,1.8269482
37,10121,que,,,0,3,0,0,0,8.779785,-9.911213,-8.449097,-0.36079153,3.0177307
37,10285,las,,,0,4,0,0,0,6.3945336,-10.16863,-1.0740001,-9.666057,7.5305066
37,22354,mujeres,,,0,5,0,0,0,7.816056,1.933783,5.8334584,4.070044,2.5660927
37,10360,az,,,0,6,0,0,0,7.9948254,-3.4597423,22.561327,10.008047,16.956734
37,15192,##ota,,,0,7,0,0,0,-5.297557,5.973356,3.883222,14.286203,4.9534535
37,10115,##n,,,0,8,0,0,0,-2.210688,6.4104156,8.327459,15.517491,6.990149
37,13219,así,,?,0,9,0,2,2,8.079248,2.1860552,5.1338854,3.177765,0.76378214
38,39395,llegada,,,1,0,0,0,0,6.416439,1.3710063,5.6467385,4.2006803,1.8173826
38,10109,la,,,0,1,0,0,0,13.116362,8.971917,-6.0539455,-3.6679425,8.576681
38,110076,discu,,,0,2,0,0,0,5.601213,-15.648478,10.790647,-1.983619,-1.168657
38,39200,##sión,,,0,3,0,0,0,6.3777537,2.1674337,6.4183455,5.069187,2.2367322
38,169,a,,,0,4,0,0,0,7.9861546,-3.4341457,22.553532,9.982329,16.93056
38,10547,este,,,0,5,0,0,0,7.658653,2.7782283,4.6568174,2.0669928,2.9153893
38,13705,punto,,,0,6,0,0,0,7.0266986,2.9787884,6.133287,5.5054865,1.1346015
38,193,y,,",",0,7,0,4,4,27.915363,12.997564,11.71043,9.602936,7.4335847
38,10225,como,,,0,8,0,0,0,8.70029,-9.654141,-8.564522,0.24073325,2.8823617
38,10125,el,,,0,9,0,0,0,5.9183054,22.740541,9.77807,3.2123134,4.638883
38,66800,dolor,,,0,10,0,0,0,6.7541647,2.3637922,6.0024037,3.858735,1.3190122
38,10104,de,,,0,11,0,0,0,3.5903866,-9.276083,32.78525,-6.992107,4.444646
38,10285,las,,,0,12,0,0,0,6.452264,-10.226362,-1.131732,-9.723756,7.4727817
38,10196,es,,,0,13,0,0,0,7.8318896,2.9257228,-1.7020681,22.333502,3.707994
38,34935,##pal,,,0,14,0,0,0,-1.726184,5.984977,7.423624,14.803376,6.636542
38,11205,##das,,,0,15,0,0,0,-2.4447248,6.3390193,7.6227593,16.308706,7.1620955
38,58037,aumenta,,,0,16,0,0,0,5.7673817,1.3468498,5.683634,3.2451649,1.6094233
38,10537,##ba,,",",0,17,0,4,4,-1.3476609,5.996025,6.770312,13.812009,6.3992333
38,10192,no,,,0,18,0,0,0,-14.0668745,6.3377814,4.140328,5.656172,8.616267
38,14765,tuvo,,,0,19,0,0,0,5.457228,1.5117484,5.7329144,3.5968378,1.7387524
38,10125,el,,,0,20,0,0,0,5.914855,22.751228,9.780293,3.223977,4.6708727
38,10121,que,,,0,21,0,0,0,8.767785,-9.847615,-8.429956,-0.34739405,3.0379126
38,10406,lo,,,0,22,0,0,0,12.657935,9.037753,-5.3702726,-3.6738799,8.699394
38,14541,sent,,,0,23,0,0,0,5.6599975,-15.472133,10.937452,-2.0226722,-1.1430362
38,10836,##ía,,,0,24,0,0,0,-0.1951451,5.3168464,6.055644,13.278885,5.905906
38,10543,más,,,0,25,0,0,0,2.328338,-1.7650012,4.231537,-3.374987,5.7092967
38,11639,re,,,0,26,0,0,0,5.9987864,-15.249067,10.62188,-1.8186212,-1.2404016
38,84182,##medio,,,0,27,0,0,0,6.0253487,1.5450568,5.6418858,3.1610577,1.3891146
38,10121,que,,,0,28,0,0,0,8.82726,-9.861748,-8.340097,-0.25906685,2.987873
38,86356,referir,,,0,29,0,0,0,5.763358,1.1720002,4.965843,3.937281,2.0152385
38,10125,el,,,0,30,0,0,0,5.8935614,22.721495,9.7550535,3.1689105,4.6181946
38,19614,hecho,,,0,31,0,0,0,8.3603325,1.0155468,5.257591,3.0626676,0.44995704
38,10173,con,,,0,32,0,0,0,5.6027,-15.598378,10.664433,-2.0072355,-1.5204717
38,12656,todos,,,0,33,0,0,0,8.652844,3.7007625,4.475463,3.011025,3.335759
38,10846,sus,,,0,34,0,0,0,4.608019,-0.77670246,24.057064,5.2514987,0.97865456
38,81694,detalles,,",",0,35,0,4,4,7.1184635,2.17687,5.5459247,3.876184,2.1905735
38,10110,en,,,0,36,0,0,0,-4.162296,16.038816,8.836103,-7.4850383,2.7960083
38,69115,##carga,,,0,37,0,0,0,5.87637,1.5209022,5.8294735,3.6892385,2.00353
